﻿등급,회원사,홈페이지,지역,사업장도로명주소,주요업종(국민연금 신고),고용현황(국민연금 가입자),매출액(억원),매출연도,주요제품,부설연구소,출처,비고
정회원,엠케이코퍼레이션,http://www.hydrautek.co.kr,강원 원주시,강원특별자치도 원주시 장미공원길,체인화 편의점,6,,,유압기기 추정(hydrautek.co.kr 도메인 기준) — 확인 불가,불명,"국민연금('26.5) ｜ [조사] 홈페이지 hydrautek.co.kr 접속 불가(DNS 미해결). 국민연금 업종 '체인화 편의점'(데이터 이상), 가입자 6명. 동명 다수 법인으로 원주 소재 해당 법인 매출 특정 불가. 공개 매출 확인 불가하여 공란.",원주 소재 법인 신뢰 매칭 실패 — 매출·제품 미확정(저신뢰)
정회원,로비트코리아,http://www.robitgroup.com,경기 화성시,경기도 화성시 만세구 장안면 장안공단2길,건설 및 채광용 기계장비 제조업,45,374,2024,"굴착공구·록툴(드릴링 비트, 탑해머/DTH 비트 등) 종합 제조 — 핀란드 Robit 합작",불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보(매출 374억 4,547만원, 직원 45명 — 협회 국민연금 45명과 일치). 회사소개: 국내 굴착공구 1위, 수출주도. 홈페이지 robitgroup.com은 핀란드 본사(Robit Plc)로 한국법인 연구소 표기 미확인.","화성 장안면, 국민연금 45명과 직원수 일치"
정회원,오케이퓨쳐,http://www.okfuture.co.kr,충남 계룡시,충청남도 계룡시 두마면 제1산단로,그 외 자동차용 신품 부품 제조업,6,,,콘크리트 펌프카(포터블 펌프카) 제조 — 1983년 이래 콘크리트 펌프 분야,불명,"국민연금('26.5) ｜ [조사] 홈페이지 okfuture.co.kr(자체서명 인증서로 본문 직접 확인 불가, 제품 게시판에 '포터블 펌프카' 확인), Kompass. 국민연금 6명 소기업·비상장으로 공개 매출 미확인하여 공란.","계룡 두마면, 콘크리트펌프 제조 — 건설기계 분야 일치"
정회원,와이드컷,http://www.widecut.co.kr,경기 화성시,경기도 화성시 효행구 봉담읍 마당바위로,톱 및 호환성 공구 제조업,26,,,톱·호환성 절삭공구(톱날 등) 제조 (국민연금 업종 기준),불명,"국민연금('26.5) ｜ [조사] 홈페이지 widecut.co.kr 접속 불가(DNS 미해결). 국민연금 업종 '톱 및 호환성 공구 제조업', 가입자 26명. catch/saramin/nicebizinfo 검색에서 해당 법인 매출 미노출 — 비상장 중소기업으로 공개 매출 확인 불가하여 공란.",화성 봉담읍 — 공개 매출 데이터 없음
정회원,와이케이건기,http://www.sunnyyk.co.kr,경기 안양시,경기도 안양시 만안구 경수대로,상품 종합 도매업,102,,,"건설·농기계 수입판매(미니굴삭기 YANMAR, 휠로더, 트랙터 JOHN DEERE, 텔레핸들러 MANITOU 등 글로벌 8개 브랜드 국내 공식 파트너)",무,"국민연금('26.5) ｜ [조사] 홈페이지 sunnyyk.co.kr(제품/사업소개). 매출: 비상장 수입유통 소기업, 공개 매출 미확인",건설기계 완성차 수입·유통업(제조 아님). 고용 102명
정회원,우광산업,http://www.wookuang-ind.co.kr,충남 천안시,충청남도 천안시 동남구 성남면 성남신덕1길,금속 문  창  셔터 및 관련제품 제조업,43,149,2025,"파이프 서포트(지지대)·익스팬션조인트·파이프랙·철구조물, 바이오가스플랜트 제작/건설 (구조용 금속제품)",불명,"국민연금('26.5) ｜ [조사] 잡코리아·catch.co.kr·saramin(매출 149억3천만원/43명, 2025.12), 홈페이지 wookwang.co.kr(제품). 천안 성남면 주소로 동명 2법인 중 정회원 매칭",확인요(동명 2법인) ｜ CSV 주요업종(금속 셔터)과 일부 상이하나 천안 성남면 주소·홈페이지 일치로 확정. 동명 2법인 플래그 해소
정회원,원영씰,http://www.wonyoung.co.kr,인천 미추홀구,인천광역시 미추홀구 염전로,제조 / 산업용강화플라스틱성형제품,40,79,2020,"산업용·중장비 유공압 씰(seal), 오링, 오일씰, 패킹 (강화플라스틱/고무 성형)",불명,"국민연금('26.5) ｜ [조사] saramin·잡코리아(매출 약79억/2020, 45명), komachine. 홈페이지 wonyoung.co.kr 인증서 오류로 미접속",확인요(상호 짧음) ｜ 최신 공개 매출은 2020년 기준(78.7억). 인천 미추홀구 확인
정회원,위즈테크코퍼레이션,http://www.widstrade.com,,,,,,,"산업용 디젤엔진 공급·서비스(일본 YANMAR·미국 John Deere 엔진 한국 총판), 발전기엔진·파워유닛·순정부품·전국 A/S",무,"[조사] 홈페이지 yanmar-engine.co.kr/widstrade.com(2002 설립, YANMAR/John Deere 총판), 네이버 웹검색. 매출 공개 미확인(소규모 유통)",국민연금 미매칭 ｜ CSV 국민연금 미매칭으로 고용·지역 정보 없음. 동명 다수 존재하나 widstrade.com=WIDS TECH=엔진총판으로 확정. 건설/농기계용 엔진 공급
정회원,유응연,http://www.headmfg.co.kr,경기 시흥시,경기도 시흥시 마유로238번길,물질 검사  측정 및 분석 기구 제조업,41,71,2022,"유압부품 성능시험장비(굴삭기 MCV 시험장비, Hydraulic Pump/Motor Test Bench, 임펄스·저온유압 시험장비), 서보액추에이터·파워팩 (건설기계·방산·항공 분야)",불명,"국민연금('26.5) ｜ [조사] 홈페이지 headmfg.co.kr, komachine, conexkorea 회사소개(2024). 매출: 잡코리아(71억/2022, 34명)","확인요(상호 짧음) ｜ 1994 설립 유압시험장비 전문 R&D기업(저온유압장비·KF-21 부품 개발 등 연혁), 부설연구소 명시는 홈페이지서 미확인. 시흥 본사+창원 사업소"
정회원,유창하이텍,http://www.ybsworld.com,서울 영등포구,서울특별시 영등포구 버드나루로5길,제조 / 산업용강화플라스틱성형제품,24,149,2025,"중장비 유공압부품 제조/무역 — 유압실린더 키트, 씰·패킹, 폴리우레탄 휠·우레탄·고무·테프론 제품",불명,"국민연금('26.5) ｜ [조사] 잡코리아(ybs5277: 매출 149억2천만원/71명, 2025.12), 홈페이지 ybsworld.com. 영등포·유압/우레탄 제조로 동명 타사(자동차파렛트·반도체)와 구분","1994 설립. CSV 고용현황 24명과 잡코리아 71명 상이(국민연금 기준 차이 추정), 홈페이지 ybsworld.com 일치로 동일사 확정"
정회원,유한SHB,,,,,,,,불명 (식별 불가),불명,[조사] 국민연금 미매칭·홈페이지/지역 정보 없음. WebSearch '유한SHB 건설기계' 등으로 동일 법인 특정 불가. 매출·제품 공개정보 없음.,국민연금 미매칭 ｜ 회사 식별 불가 (저신뢰). 협회 회원사 원자료의 추가 식별정보 필요.
정회원,이앤비하이코,http://www.hyco.co.kr,경기 김포시,경기도 김포시 양촌읍 황금로127번길,상품 종합 도매업,7,87,2022,"건설장비 보수용 부품(굴착기·지게차·휠로더 부품) 수출/유통, 정품·OEM·애프터마켓 부품",무,"국민연금('26.5) ｜ [조사] 홈페이지(hyco.co.kr): 부품 수출 전문, 연구소 언급 없음 / catch.co.kr(219552)·사람인: 매출 87억, 사원 8명","경기 김포, 상품 종합 도매업 — 부품 유통업체. 매출 87억은 catch 기재값(2022 추정)."
정회원,익산유압,http://www.iksanhyd.co.kr,인천 서구,인천광역시 서구 봉수대로183번길,유압 기기 제조업,6,,,유압 밸브(릴리프·시퀀스·오버센터·체크)·기어/오빗 모터·기어 펌프·미니/마이크로 파워팩·모듈블록시스템(특장차용 유압시스템),무,"국민연금('26.5) ｜ [조사] 홈페이지(iksanhyd.co.kr 회사소개): 유압 카트리지 밸브블록·파워팩, ISO9001 보유, 연구소 언급 없음. 매출은 비상장 소기업으로 공개정보 없음(직원 6명)","인천 서구, 유압기기 제조업. 공개 매출 미확인."
정회원,자브,http://www.jabkor.co.kr,경기 시흥시,경기도 시흥시 엠티브이27로,건설 및 채광용 기계장비 제조업,8,60,2025,유압 브레이커(JBN·JB·RB 시리즈) 및 어태치먼트(리퍼·그래플·펄버라이저·시어·크러셔),유,"국민연금('26.5) ｜ [조사] 홈페이지(jabkor.co.kr): 'Research & Development' 섹션 보유 / 잡코리아(42446905): 매출 60억4천만원(2025.12.31 기준), 설립 2003","확인요(상호 짧음) ｜ 경기 시흥, 건설중장비 제조. 매출 60.4억 → 60으로 반올림 표기."
정회원,장인다이아공업,http://www.coredrill.co.kr,,,,,,,"다이아몬드 코어드릴·다이아몬드 공구(추정, coredrill.co.kr 도메인 기준)",불명,[조사] 국민연금 미매칭·홈페이지(coredrill.co.kr) 접속 불가(DNS/인증서 오류). WebSearch로 매출·연구소 정보 확인 불가,국민연금 미매칭 ｜ 제품은 도메인(coredrill)·상호 기준 다이아몬드 코어드릴 추정(저신뢰). 매출 공개정보 없음.
정회원,전일기계공업,http://www.jeonilmc.com,경기 김포시,경기도 김포시 하성면 하성로570번길,건설 및 채광용 기계장비 제조업,4,,,소형 건설장비 — 진동기(바이브레이터)·플렉시블 펌프·모터·콤팩터·래머·스크리드·피니셔·커터·엔진,불명,국민연금('26.5) ｜ [조사] 홈페이지(jeonilmc.com)·코머신: 소형 건설장비(진동기·펌프·모터 등) 제조. 홈페이지 인증서 오류로 연구소 직접 확인 불가. 매출은 비상장 소기업(직원 4명)으로 공개정보 없음,"경기 김포, 건설/채광용 기계장비 제조업. 매출 미확인, 연구소 불명."
정회원,전진씨이,,,,,,,,"건설기계·특장차 관련(전진씨에스엠 계열 추정), 굴착기 어태치먼트/특장 분야",불명,[조사] 홈페이지 미상(CSV 홈페이지 공란)·국민연금 미매칭. 공개 매출 자료 미확인. WebSearch로 동일 상호 단독법인 식별 불가,국민연금 미매칭 ｜ 상호 짧고 국민연금 미매칭. 전진씨에스엠과 동일 계열 가능성 있으나 확정 불가(저신뢰)
정회원,전진씨에스엠,http://www.junjincsm.com,,,,,,,"특장차 제조 — 건설기계장비, 고소작업차, 전기공사·환경장비, 소방특장 (1990년 독립법인, 충남 아산)",불명,[조사] 홈페이지 junjincsm.com 접속불가(DNS). 인크루트/잡코리아 기업소개로 제품군 확인(incruit.com/company/1562115). 공개 매출액 수치 미확인,국민연금 미매칭 ｜ 국민연금 미매칭. 주소 충남 아산 음봉면. 매출 공개치 없음
정회원,제이케이,http://www.jkattach.co.kr,경기 안산시,경기도 안산시 단원구 목내로108번길,건설 및 채광용 기계장비 제조업,24,,,"중장비 종합 어태치먼트 — 퀵커플러, 그랩, 콤팩터, 리퍼버켓, 틸트로테이터, 집게/브레이커 등 (2011년 설립, 경기 안산 반월공단)",불명,"국민연금('26.5) ｜ [조사] 홈페이지 jkattach.co.kr·komachine.com/ko/companies/jk-technology(설립 2011, 제품 확인). 연구개발 언급 있으나 부설연구소 명시 없음. saramin '제이케이' 매출치는 김포 임대업 등 동명 타법인이라 미적용",확인요(동명 7법인) ｜ 동명 7법인(CSV 비고). 안산 어태치먼트 제이케이의 단독 매출 공개치 미확인
정회원,준씨에스,http://www.juncs.co.kr,경기 광명시,경기도 광명시 금오로794번길,건설 및 채광용 기계장비 제조업,3,,,"철거·리사이클용 건설기계 어태치먼트 — 미니크러셔, 미니절단기(셰어), 펄버라이저, 소팅그랩, 미니버켓 (경기 광명)",불명,국민연금('26.5) ｜ [조사] 홈페이지 juncs.co.kr·komachine.com/ko/companies/jun-cs(제품 확인). 국민연금 가입자 3명 소기업으로 공개 매출 자료 없음,고용현황 3명 micro-firm. 공개 매출치 미확인
정회원,지 비,http://www.gbhammer.com,경북 경산시,경상북도 경산시 와촌면 갓바위로,알루미늄 주물 주조업,12,125,2024,"굴착기용 유압 어태치먼트 — 유압 브레이커/유압 해머 (1998년 설립, 1~60톤급 15종, CE·TUV 인증, 경북 경산 본사·경기 시흥 공장)",불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보(saramin.co.kr, (주)지비) 매출 125억689만원·직원12명. 홈페이지 gbhammer.com(SSL오류로 직접확인 제한). 제품·연혁 komachine.com/ko/companies/gb-indistries","확인요(동명 2법인,상호 짧음) ｜ CSV 업종 '알루미늄 주물 주조업'은 국민연금 분류 오기로 보이며 실제 유압브레이커 제조. 동명 2법인 주의"
정회원,지성중공업,http://www.koreahammer.com,충북 음성군,충청북도 음성군 대소읍 대물로,그 외 자동차용 신품 부품 제조업,13,148,2024,"굴착기용 유압 브레이커 제조 및 건설기계 부품 (브랜드 Koreahammer, 충북 음성 대소읍)",불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보(saramin.co.kr, 지성중공업(주)) 매출 148억697만원·직원12명. 홈페이지 koreahammer.com. WebSearch 별도 출처는 2023년 191억 제시(연도 상이)","출처별 매출 상이(사람인 최신 148억 채택, 2023년치 191억). 부설연구소 홈페이지 명시 확인 못함"
정회원,진명프리텍,http://www.jmft.co.kr,인천 남동구,인천광역시 남동구 남동동로,금속 절삭기계 제조업,141,472,2024,"WET-CLUTCH/WET-BRAKE용 마찰재(FRICTION DISC·STEEL PLATE) 및 SUB ASSEMBLY 부품, 중장비·농기계·산업기계 OEM 공급",불명,"국민연금('26.5) ｜ [조사] 잡코리아(매출 2024년 472억, 2023 511억, 2022 535억) https://www.jobkorea.co.kr/Recruit/Co_Read/C/jmftcom ; 제품=사람인/잡코리아. 홈페이지(jmft.co.kr) SSL 인증서 오류로 연구소 표기 미확인","사람인 2021년 매출 368억(125명)과 정합. 인천 남동구 마찰재 전문 제조사로 동명 회사 없음, 확신 높음"
정회원,진성티이씨,http://www.jinsungtec.com,경기 평택시,경기도 평택시 세교산단로,건설 및 채광용 기계장비 제조업,210,3905,2024,건설중장비 무한궤도식 하부주행체(언더캐리지) 부품 — 트랙롤러·캐리어롤러·아이들러 등,불명,"국민연금('26.5) ｜ [조사] FnGuide Company Guide 코스닥 036890 연결 2024/12 매출 3,905억(2023 4,851억, 2025 4,638억) https://comp.fnguide.com/SVO2/asp/SVD_Main.asp?gicode=A036890 ; 제품=언론·DART. 홈페이지(jinsungtec.com)는 연구소 표기 미확인","코스닥 상장사, 평택 본사, 매출 신뢰도 높음(연결 기준)"
정회원,청우에이티에스,http://www.cwats.co.kr,인천 미추홀구,인천광역시 미추홀구 염전로333번길,그 외 자동차용 신품 부품 제조업,42,,,"자동차·건설기계용 신품 부품 제조(주요업종 분류 기준), 인천 본사+군산 공장 추정",불명,"국민연금('26.5) ｜ [조사] 국민연금 가입자 42명 소기업. 홈페이지(cwats.co.kr) self-signed 인증서로 접속 불가, 캐치/잡코리아/나이스비즈인포에 공개 매출 데이터 미발견(동명 청우기업·청우산업·청우테크 다수로 식별 곤란). 비상장 소기업으로 공개 매출 없음","동명 다수, 정확한 식별 자료 부족 — 매출 미상 처리"
정회원,커민스코리아,http://www.cummins.co.kr,서울 강남구,서울특별시 강남구 영동대로,상품 종합 도매업,43,82,2023,"커민스 디젤·가스엔진 및 부품, 발전기 도매·판매(상품 종합 도매업)",무,국민연금('26.5) ｜ [조사] 캐치 재무평가(2023.12 기준 매출 82억) https://www.catch.co.kr/Comp/CompInfo/114684 ; 서울 강남 소재 전기기계 도매 법인(43명)으로 천안 소재 '커민스판매써비스코리아'(2024 매출 659억)와는 별개 법인,서울 강남 도매 법인과 천안 제조판매 법인 구분 주의. 도매 판매법인으로 부설연구소 무
정회원,컴씨스,http://www.comesys.net,부산 강서구,부산광역시 강서구 과학산단1로,그 외 자동차용 신품 부품 제조업,38,78,2022,"비접촉식 Hall Effect 센서 기반 전자식 가속페달, 조이스틱·핸드 컨트롤, 센서·컨트롤러 — 건설기계·산업차량·농기계용",유,"국민연금('26.5) ｜ [조사] 캐치(2023.6 공시 기준 매출 78억) https://www.catch.co.kr/Comp/CompSummary/020048 ; 제품=홈페이지 comesys.net 및 코머신. 연구소=코머신 '2006.6 한국산업기술진흥협회 기업부설연구소 선정', 사내 EMC·HALT/HASS 시설 보유","확인요(상호 짧음) ｜ 부산 강서구, 33~38명 소기업. 매출 기준연도는 2022 회계연도 추정"
정회원,컴윈스,http://www.comwins.com,경기 시흥시,경기도 시흥시 소망공원로,기타 반도체 소자 제조업,42,156,2022,"정밀판금(건설기계 커버·전기차 충전기 샷시), 시스템 조립(EMS), 액체 도장 — 절단부터 도장까지 일괄 생산",유,"국민연금('26.5) ｜ [조사] 검색 기업정보(매출 156.7억, 업종 건설·채광용 기계장비 제조) ; 제품·연구소=홈페이지 comwins.com('건설기계 커버 판금사업' 명시, '연구개발' 섹션에 시험·측정설비·특허·인증 보유)","확인요(상호 짧음) ｜ 경기 시흥, 158명 규모. 홈페이지에 연구개발 섹션 명시되어 연구소 유로 판단"
정회원,케이씨엠,,경기 시흥시,경기도 시흥시 수풀안길,통신ㆍ방송장비 및 부품 도매업,3,,,통신·방송장비 및 부품 도매(국민연금 업종 기준),불명,"국민연금('26.5) ｜ [조사] 홈페이지 없음. 비고 '동명 2법인' 플래그, 국민연금 가입자 3명 소기업. 시흥 소재·통신방송장비 도매 조건에 맞는 공개 매출 데이터 확인 불가(saramin/jobkorea 검색결과는 케이씨엠솔루션·케이씨엠테크놀로지 등 동명 타법인). 매출 미확인.",확인요(동명 2법인) ｜ 동명 2법인으로 확정 매칭 불가. 건설기계 직접 제조사 여부도 불명(국민연금 업종은 통신방송장비 도매).
정회원,케이씨이피중공업,http://www.kcppump.com,,,,,766,2024,"콘크리트 펌프카(콘크리트펌프) 제조, 특장차·플랜트",불명,"[조사] 홈페이지(kcppump.com) 제품·소개에서 콘크리트펌프카 확인, 연구소 표기 없음. 매출 765억9,865만원(saramin.co.kr, 2024년 기준 추정)·잡코리아 슈퍼기업관. 국내 콘크리트펌프 1위, 직원 약101명.","국민연금 미매칭 ｜ 과거 1,200억(2016) 보도도 있으나 최근(2024) 공개치는 약766~800억대."
정회원,킨메탈,,,,,,,,"불명(건설기계 관련 금속부품 추정, 미확인)",불명,[조사] 홈페이지 없음. 비고 '국민연금 미매칭'. 국내 '킨메탈' 기업정보 검색 결과 없음(검색결과는 중국 Kin Metal(kinmetal.cn) 등 해외 동명사). 공개 매출 데이터 확인 불가.,국민연금 미매칭 ｜ 국민연금 미매칭·국내 공개정보 부재로 식별 불가. 저신뢰.
정회원,탑드릴,http://www.topdrill.kr,경기 시흥시,경기도 시흥시 마유로,톱 및 호환성 공구 제조업,22,,,"DTH 해머·비트, 오버버든 드릴링 시스템, 클러스터 드릴, 드릴 비트 등 천공장비",불명,"국민연금('26.5) ｜ [조사] 홈페이지(topdrill.kr) 제품 확인(DTH 해머/비트·오버버든 드릴링 시스템), 연구소 표기 없음. 1999년 설립, 50여개국 수출. 매출은 catch.co.kr 접속차단(HTTP429)으로 미확인, 국민연금 가입자 22명 소기업.",확인요(상호 짧음) ｜ 비고 '상호 짧음'. 시흥 마유로 소재로 협회 회원사와 일치 확인됨. 매출만 미확보.
정회원,태화물산,,인천 서구,인천광역시 서구 검단로188번길,철도 차량 부품 및 관련 장치물 제조업,20,71,2024,"철도차량부품, 굴삭기부품, 펌프카부품, 지게차부품 등 중장비·철재부품",불명,"국민연금('26.5) ｜ [조사] saramin.co.kr 기업정보: 매출 70억9,827만원(최근/2024 추정), 직원 20명, 주요제품 철도차량·굴삭기·펌프카·지게차 부품. 1995년 설립. 인천 서구 소재 일치.",홈페이지 없음으로 연구소 여부 불명.
정회원,토피도티엔에이,http://www.torpedotna.com,경기 화성시,경기도 화성시 만세구 양감면 개월안길,건설ㆍ광업용 기계 및 장비 도매업,10,35,2025,굴착기용 유압브레이커(함마) 등 어태치먼트(셔/펄버라이저/크러셔/그래플/퀵커플러 등),불명,"국민연금('26.5) ｜ [조사] 홈페이지(torpedotna.com) 제품 확인(유압브레이커 등 어태치먼트), 연구소 표기 없음. 매출 35억2천만원(잡코리아, 2025 기준, 전년比 30%↓)·2017년 54억(인크루트). 2004년 설립, 화성시 양감면 소재 일치, 직원 약20명.",동일 화성 양감면의 수산중공업과는 별개 법인(혼동 주의).
정회원,티엠시,http://www.tmcltd.co.kr,전북 김제시,전북특별자치도 김제시 백산면 지평선산단3길,그 외 자동차용 신품 부품 제조업,39,,,이종소재 접합(바이메탈/클래드) 내마모 부품 — 건설중장비·프레스장비·자동차용 부품,불명,"국민연금('26.5) ｜ [조사] 홈페이지(tmcltd.co.kr): 2001년 대우중공업 출신 창업, 소재접합 전문, 특허 40여건, 2013 김제 지평선산단 공장 신설. 매출은 공개 미확인(39인 소기업). 동명 '(주)티엠씨'(김해 선박부품 1,853억)는 별개 법인이므로 제외. 출처: 홈페이지, saramin","확인요(동명 2법인,상호 짧음) ｜ 동명 2법인 — 김제 백산면 소재 자동차/건설중장비 부품 법인으로 한정. 매출 미공개"
정회원,펜타중공업,http://www.pentatrade.co.kr,,,,,,,"불명 (건설기계 관련 추정, 확인 불가)",불명,"[조사] 홈페이지(pentatrade.co.kr) 접속불가, 국민연금 미매칭. catch/saramin/jobkorea 등에서 '펜타중공업' 매칭 기업 미발견(펜타웍스·펜타시스템 등 동음 타사만 존재). 출처: WebSearch",국민연금 미매칭 ｜ 공개 정보로 식별 불가 — 매출·제품 확인 실패
정회원,포큐텍,http://www.poqutec.com,인천 미추홀구,인천광역시 미추홀구 경인로,상품 종합 도매업,4,18,2024,유압 브레이커(파쇄해머)·바이브로리퍼·크러셔·퀵커플러 등 굴착기 어태치먼트,불명,"국민연금('26.5) ｜ [조사] 홈페이지(poqutec.com): 데몰리션/건설 어태치먼트 제조, 연구소 표기 없음. 매출 18억2,790만원(NICE평가정보, saramin 2025-12 갱신)·직원 4명. 출처: 홈페이지, saramin",확인요(상호 짧음) ｜ 인천 미추홀구 4인 소기업(도매업 코드). 매출 ≈18억
정회원,포클레인하이드롤릭스(유),http://www.poclain-hydraulics.com,,,,,,,유압모터·펌프·밸브 등 유압 동력전달장치(프랑스 Poclain Hydraulics 한국법인),불명,"[조사] 본사(poclain.com): 유압모터/펌프 제조. 한국 유한회사 별도 매출 비공개(외국계 유한회사, DART/saramin 재무 미공개). 국민연금 미매칭. 출처: WebSearch",국민연금 미매칭 ｜ 한국법인 공개 매출 없음 — 비상장 외국계 유한회사
정회원,프로에버,http://www.proever.co.kr,,,,,,,불명 (확인 불가),불명,"[조사] 홈페이지(proever.co.kr) 접속불가, 국민연금 미매칭. catch/saramin/jobkorea/bizno에서 건설기계 '프로에버' 매칭 기업 미발견. 출처: WebSearch",국민연금 미매칭 ｜ 공개 정보로 식별 불가 — 매출·제품 확인 실패
정회원,하베코리아,http://www.hawe.kr,충남 천안시,충청남도 천안시 서북구 직산읍,그 외 기타 기계 및 장비 도매업,39,270,2018,"산업용·모바일 유압기기 부품(펌프·밸브 등), 독일 HAWE Hydraulik 한국법인(유압 도매·제조)",불명,"국민연금('26.5) ｜ [조사] saramin 재무: 매출 270억5,406만원(2018년 기준, 최근치로 표기)·직원 39명(국민연금). 1995년 설립, 충남 천안 직산. 홈페이지(hawe.kr) 접속불가로 연구소 미확인. 출처: saramin, hawe.com",공개 최신 재무가 2018년 270억 — 이후 수치 미공개
정회원,한국기전공업,http://www.okmc.co.kr,인천 미추홀구,인천광역시 미추홀구 방축로,그 외 자동차용 신품 부품 제조업,28,132,2024,굴삭기 운전실(캐빈) 조립·건설기계용 신품 부품,불명,"국민연금('26.5) ｜ [조사] 잡코리아 기업정보(매출 131.6억, 2025.12.31 기준) / 인크루트 채용공고(매출 143.5억, 사원 43명) / 굴삭기 운전실 SUB 조립 채용공고로 제품 확인. 홈페이지 okmc.co.kr 접속불가로 부설연구소 불명",지역(인천 미추홀)·자동차부품 업종 일치. 매출은 잡코리아 131.6억과 인크루트 143.5억이 혼재하여 가장 보수적·최신값 채택
정회원,한국노드락,http://www.nord-lock.co.kr,,,,,38,2021,"쐐기형 풀림방지 와셔(Nord-Lock), 텐셔너(Superbolt/Boltight) 등 볼트 체결 솔루션",불명,[조사] 사람인 재무정보(주)노드락코리아 매출 38억(2021) / WebSearch. 스웨덴 Nord-Lock Group 한국지사(경기·부산 사무소). 홈페이지 nord-lock.co.kr 접속불가(현 nord-lock.com),"국민연금 미매칭 ｜ CSV 국민연금 미매칭. 한국법인=(주)노드락코리아로 추정, 최신 매출 미확인으로 2021년값 사용"
정회원,캄소대륙,http://www.camso.co,,,,,,,"건설·농기계용 고무트랙(궤도), 미니굴착기·스키드로더용 타이어 (Camso, 미쉐린 그룹)",불명,"[조사] WebSearch. Camso=구 Camoplast Solideal, 현 Michelin 자회사. 한국 별도 법인 매출 미공개. CSV 국민연금 미매칭·국내 사업장주소 없음",국민연금 미매칭 ｜ 외국계(미쉐린) 유통/지사 성격으로 공개된 국내 매출 없음
정회원,한국프츠마이스터,http://www.putzmeister.co.kr,경기 시흥시,경기도 시흥시 엠티브이28로,건설 및 채광용 기계장비 제조업,6,28,2023,"콘크리트펌프(펌프카) 및 액체펌프, 건설장비 (독일 Putzmeister/중국 Sany)",불명,"국민연금('26.5) ｜ [조사] WebSearch(cookiedeal 기업정보): 매출 28.2억, 영업이익 -1.4억. 사업자번호 120-81-78117. 홈페이지 putzmeister.co.kr 접속불가",지역(경기 시흥)·건설기계장비 업종 일치. 한국법인 영업·서비스 규모로 매출 소규모
정회원,한독하이드로릭,http://www.hydraulic.co.kr,경남 김해시,경상남도 김해시 주촌면 골든루트로130번길,금속 절삭기계 제조업,73,500,2024,"건설중장비·산업용 유압기기(펌프·모터·밸브·레귤레이터), 유압 실린더",유,"국민연금('26.5) ｜ [조사] WebSearch(잡코리아/인크루트): 2024년 매출 500억·직원 120명, 전년比 20%↑. 홈페이지 hydraulic.co.kr(유압펌프/모터/밸브 제품 확인). 부설연구소=잡코리아 '한독하이드로릭 부설연구소 연구원 모집' 채용공고로 확인","지역(경남 김해 주촌)·유압 업종 일치. CSV 73명은 국민연금 일부값, 실제 100~120명대"
정회원,한성특수장비,http://www.ehansung.net,경기 안산시,경기도 안산시 단원구 엠티브이2로,도장 및 기타 피막 처리업,30,225,2024,유압브레이커용 부품(치즐·피스톤·실린더·백헤드·프론트헤드) 제조 및 열처리,불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보(매출 225.4억, 2026.5 조회·30명) / WebSearch(292.3억). 홈페이지 ehansung.net(유압브레이커 치즐·부품 열처리 확인). 부설연구소 명시 없음",지역(경기 안산 단원)·업종 일치. 용진스테코 계열. 출처별 매출 225억/292억 혼재로 사람인 최신 225억 채택
정회원,한세코리아,http://www.hansekorea.co.kr,서울 금천구,서울특별시 금천구 서부샛길,산업용 냉장 및 냉동장비 제조업,5,27,2023,"산업용 냉장·냉동장비 제조(쇼케이스 등), 사출기부품·도면·무역",불명,"국민연금('26.5) ｜ [조사] 잡코리아 기업정보(매출 26억7천만원·13명·2023.12), bizno.net. 홈페이지(hansekorea.co.kr) self-signed 인증서로 접속 불가→연구소 표기 확인 불가",서울 금천구 소재 일치(잡코리아/캐치). bizno상 주요제품 감속기·모터·공작기 도매 병행
정회원,혜인,http://www.haein.com,서울 서초구,서울특별시 서초구 동산로,건설ㆍ광업용 기계 및 장비 도매업,260,2488,2024,"캐터필라 건설기계·엔진·발전기 및 부품 한국 총판, 정비서비스, 융하인리히 물류장비",불명,"국민연금('26.5) ｜ [조사] 더페어 기업진단 기사 및 KIND 사업보고서(2024년 별도 매출 2488억, 전년 2760억). 홈페이지(haein.com) 회사소개에 연구소 표기 없음. 상장사 코드 003010","확인요(동명 3법인,상호 짧음) ｜ 상장 도매/총판사. 동명 3법인 중 서울 서초 상장 혜인으로 확정"
정회원,화승에스피,,,,,,,,불명(특정 불가),불명,[조사] CSV상 홈페이지·지역·업종 모두 공란이며 '국민연금 미매칭' 표기. 웹검색 시 화승그룹 계열사(화승코퍼레이션·화승R&A·화승케미칼 등)만 검색되고 '화승에스피'라는 법인은 공개 기업정보에서 확인되지 않음,"국민연금 미매칭 ｜ 동명/유사명 다수, 정확 매칭 불가하여 매출 공란 처리"
